CID X LOC_NUM X VENDOR,target
IMH79N0 X 2.0 X 20,1
IMH79N0 X 2.0 X 386,1
IMH79N0 X 2.0 X 82,1
IMH79N0 X 2.0 X 225,1
IMH79N0 X 2.0 X 113,1
IMH79N0 X 2.0 X 79,1
IMH79N0 X 2.0 X 23,1
IMH79N0 X 2.0 X 295,1
IMH79N0 X 2.0 X 250,1
IMH79N0 X 2.0 X 271,1
IMH79N0 X 2.0 X 154,1
IMH79N0 X 2.0 X 55,1
IMH79N0 X 2.0 X 28,1
IMH79N0 X 2.0 X 106,1
IMH79N0 X 2.0 X 274,1
IMH79N0 X 2.0 X 33,1
IMH79N0 X 2.0 X 157,1
IMH79N0 X 2.0 X 180,1
IMH79N0 X 2.0 X 216,1
IMH79N0 X 2.0 X 189,1
IMH79N0 X 2.0 X 104,1
IMH79N0 X 2.0 X 13,1
IMH79N0 X 2.0 X 83,1
IMH79N0 X 2.0 X 846,1
IMH79N0 X 2.0 X 148,1
IMH79N0 X 2.0 X 583,1
IMH79N0 X 2.0 X 288,1
IMH79N0 X 2.0 X 176,1
IMH79N0 X 2.0 X 289,1
IMH79N0 X 2.0 X 76,1
IMH79N0 X 2.0 X 43,1
IMH79N0 X 2.0 X 85,1
IMH79N0 X 2.0 X 134,1
IMH79N0 X 2.0 X 356,1
IMH79N0 X 2.0 X 192,1
IMH79N0 X 2.0 X 303,1
IMH79N0 X 2.0 X 81,1
IMH79N0 X 2.0 X 221,1
IMH79N0 X 3.0 X 110,1
IMH79N0 X 3.0 X 188,1
IMH79N0 X 3.0 X 310,1
IMH79N0 X 3.0 X 259,1
IMH79N0 X 3.0 X 195,1
IMH79N0 X 3.0 X 75,1
IMH79N0 X 3.0 X 4,1
IMH79N0 X 3.0 X 159,1
IMH79N0 X 3.0 X 300,1
IMH79N0 X 3.0 X 298,1
IMH79N0 X 3.0 X 105,1
IMH79N0 X 3.0 X 401,1
IMH79N0 X 3.0 X 78,1
IMH79N0 X 3.0 X 299,1
IMH79N0 X 3.0 X 265,1
IMH79N0 X 3.0 X 84,1
IMH79N0 X 3.0 X 193,1
IMH79N0 X 3.0 X 191,1
IMH79N0 X 3.0 X 92,1
IMH79N0 X 3.0 X 20,1
IMH79N0 X 3.0 X 386,1
IMH79N0 X 3.0 X 82,1
IMH79N0 X 3.0 X 225,1
IMH79N0 X 3.0 X 578,1
IMH79N0 X 3.0 X 66,1
IMH79N0 X 3.0 X 113,1
IMH79N0 X 3.0 X 79,1
IMH79N0 X 3.0 X 23,1
IMH79N0 X 3.0 X 231,1
IMH79N0 X 3.0 X 271,1
IMH79N0 X 3.0 X 28,1
IMH79N0 X 3.0 X 106,1
IMH79N0 X 3.0 X 274,1
IMH79N0 X 3.0 X 33,1
IMH79N0 X 3.0 X 157,1
IMH79N0 X 3.0 X 180,1
IMH79N0 X 3.0 X 216,1
IMH79N0 X 3.0 X 67,1
IMH79N0 X 3.0 X 189,1
IMH79N0 X 3.0 X 104,1
IMH79N0 X 3.0 X 679,1
IMH79N0 X 3.0 X 13,1
IMH79N0 X 3.0 X 83,1
IMH79N0 X 3.0 X 90,1
IMH79N0 X 3.0 X 583,1
IMH79N0 X 3.0 X 288,1
IMH79N0 X 3.0 X 547,1
IMH79N0 X 3.0 X 176,1
IMH79N0 X 3.0 X 201,1
IMH79N0 X 3.0 X 115,1
IMH79N0 X 3.0 X 76,1
IMH79N0 X 3.0 X 85,1
IMH79N0 X 3.0 X 134,1
IMH79N0 X 3.0 X 356,1
IMH79N0 X 3.0 X 192,1
IMH79N0 X 3.0 X 303,1
IMH79N0 X 3.0 X 207,1
IMH79N0 X 3.0 X 856,1
IMH79N0 X 3.0 X 81,1
IMH79N0 X 3.0 X 221,1
IMH79N0 X 4.0 X 110,1
IMH79N0 X 4.0 X 188,1
IMH79N0 X 4.0 X 310,1
IMH79N0 X 4.0 X 259,1
IMH79N0 X 4.0 X 582,1
IMH79N0 X 4.0 X 195,1
IMH79N0 X 4.0 X 75,1
IMH79N0 X 4.0 X 4,1
IMH79N0 X 4.0 X 159,1
IMH79N0 X 4.0 X 300,1
IMH79N0 X 4.0 X 298,1
IMH79N0 X 4.0 X 105,1
IMH79N0 X 4.0 X 401,1
IMH79N0 X 4.0 X 149,1
IMH79N0 X 4.0 X 78,1
IMH79N0 X 4.0 X 265,1
IMH79N0 X 4.0 X 84,1
IMH79N0 X 4.0 X 193,1
IMH79N0 X 4.0 X 191,1
IMH79N0 X 4.0 X 92,1
IMH79N0 X 4.0 X 20,1
IMH79N0 X 4.0 X 386,1
IMH79N0 X 4.0 X 82,1
IMH79N0 X 4.0 X 578,1
IMH79N0 X 4.0 X 66,1
IMH79N0 X 4.0 X 113,1
IMH79N0 X 4.0 X 79,1
IMH79N0 X 4.0 X 23,1
IMH79N0 X 4.0 X 250,1
IMH79N0 X 4.0 X 271,1
IMH79N0 X 4.0 X 55,1
IMH79N0 X 4.0 X 28,1
IMH79N0 X 4.0 X 106,1
IMH79N0 X 4.0 X 274,1
IMH79N0 X 4.0 X 33,1
IMH79N0 X 4.0 X 157,1
IMH79N0 X 4.0 X 180,1
IMH79N0 X 4.0 X 216,1
IMH79N0 X 4.0 X 67,1
IMH79N0 X 4.0 X 189,1
IMH79N0 X 4.0 X 104,1
IMH79N0 X 4.0 X 679,1
IMH79N0 X 4.0 X 13,1
IMH79N0 X 4.0 X 83,1
IMH79N0 X 4.0 X 148,1
IMH79N0 X 4.0 X 44,1
IMH79N0 X 4.0 X 288,1
IMH79N0 X 4.0 X 547,1
IMH79N0 X 4.0 X 176,1
IMH79N0 X 4.0 X 201,1
IMH79N0 X 4.0 X 115,1
IMH79N0 X 4.0 X 76,1
IMH79N0 X 4.0 X 43,1
IMH79N0 X 4.0 X 134,1
IMH79N0 X 4.0 X 356,1
IMH79N0 X 4.0 X 192,1
IMH79N0 X 4.0 X 303,1
IMH79N0 X 4.0 X 577,1
IMH79N0 X 4.0 X 81,1
IMH79N0 X 4.0 X 676,1
IMH79N0 X 4.0 X 221,1
IMH79N0 X 5.0 X 110,1
IMH79N0 X 5.0 X 188,1
IMH79N0 X 5.0 X 310,1
IMH79N0 X 5.0 X 259,1
IMH79N0 X 5.0 X 195,1
IMH79N0 X 5.0 X 75,1
IMH79N0 X 5.0 X 4,1
IMH79N0 X 5.0 X 159,1
IMH79N0 X 5.0 X 300,1
IMH79N0 X 5.0 X 298,1
IMH79N0 X 5.0 X 105,1
IMH79N0 X 5.0 X 401,1
IMH79N0 X 5.0 X 78,1
IMH79N0 X 5.0 X 265,1
IMH79N0 X 5.0 X 84,1
IMH79N0 X 5.0 X 193,1
IMH79N0 X 5.0 X 191,1
IMH79N0 X 5.0 X 92,1
IMH79N0 X 5.0 X 20,1
IMH79N0 X 5.0 X 82,1
IMH79N0 X 5.0 X 578,1
IMH79N0 X 5.0 X 66,1
IMH79N0 X 5.0 X 113,1
IMH79N0 X 5.0 X 79,1
IMH79N0 X 5.0 X 23,1
IMH79N0 X 5.0 X 295,1
IMH79N0 X 5.0 X 841,1
IMH79N0 X 5.0 X 250,1
IMH79N0 X 5.0 X 271,1
IMH79N0 X 5.0 X 55,1
IMH79N0 X 5.0 X 28,1
IMH79N0 X 5.0 X 106,1
IMH79N0 X 5.0 X 274,1
IMH79N0 X 5.0 X 33,1
IMH79N0 X 5.0 X 157,1
IMH79N0 X 5.0 X 180,1
IMH79N0 X 5.0 X 216,1
IMH79N0 X 5.0 X 67,1
IMH79N0 X 5.0 X 189,1
IMH79N0 X 5.0 X 104,1
IMH79N0 X 5.0 X 13,1
IMH79N0 X 5.0 X 83,1
IMH79N0 X 5.0 X 288,1
IMH79N0 X 5.0 X 547,1
IMH79N0 X 5.0 X 176,1
IMH79N0 X 5.0 X 201,1
IMH79N0 X 5.0 X 115,1
IMH79N0 X 5.0 X 76,1
IMH79N0 X 5.0 X 43,1
IMH79N0 X 5.0 X 134,1
IMH79N0 X 5.0 X 192,1
IMH79N0 X 5.0 X 303,1
IMH79N0 X 5.0 X 81,1
IMH79N0 X 5.0 X 676,1
IMH79N0 X 5.0 X 221,1
PD692UF X 0.0 X 84,1
PD692UF X 0.0 X 386,1
PD692UF X 0.0 X 849,1
PD692UF X 0.0 X 356,1
G6WCP28 X 0.0 X 159,1
G6WCP28 X 0.0 X 105,1
G6WCP28 X 0.0 X 78,1
G6WCP28 X 0.0 X 84,1
G6WCP28 X 0.0 X 20,1
G6WCP28 X 0.0 X 113,1
G6WCP28 X 0.0 X 79,1
G6WCP28 X 0.0 X 33,1
G6WCP28 X 0.0 X 83,1
QBZA4S9 X 0.0 X 159,1
QBZA4S9 X 0.0 X 105,1
QBZA4S9 X 0.0 X 78,1
QBZA4S9 X 0.0 X 84,1
QBZA4S9 X 0.0 X 113,1
QBZA4S9 X 0.0 X 79,1
QBZA4S9 X 0.0 X 106,1
QBZA4S9 X 0.0 X 33,1
QBZA4S9 X 0.0 X 83,1
QBZA4S9 X 1.0 X 105,1
QBZA4S9 X 1.0 X 106,1
QBZA4S9 X 2.0 X 110,1
QBZA4S9 X 2.0 X 75,1
QBZA4S9 X 2.0 X 159,1
QBZA4S9 X 2.0 X 78,1
QBZA4S9 X 2.0 X 113,1
QBZA4S9 X 2.0 X 79,1
QBZA4S9 X 2.0 X 28,1
QBZA4S9 X 2.0 X 106,1
QBZA4S9 X 2.0 X 33,1
XPEICRY X 0.0 X 159,1
XPEICRY X 0.0 X 105,1
XPEICRY X 0.0 X 78,1
XPEICRY X 0.0 X 86,1
XPEICRY X 0.0 X 84,1
XPEICRY X 0.0 X 92,1
XPEICRY X 0.0 X 113,1
XPEICRY X 0.0 X 79,1
XPEICRY X 0.0 X 106,1
XPEICRY X 0.0 X 104,1
XPEICRY X 0.0 X 83,1
XPEICRY X 0.0 X 85,1
XPEICRY X 1.0 X 110,1
XPEICRY X 1.0 X 188,1
XPEICRY X 1.0 X 195,1
XPEICRY X 1.0 X 75,1
XPEICRY X 1.0 X 4,1
XPEICRY X 1.0 X 159,1
XPEICRY X 1.0 X 105,1
XPEICRY X 1.0 X 78,1
XPEICRY X 1.0 X 86,1
XPEICRY X 1.0 X 84,1
XPEICRY X 1.0 X 193,1
XPEICRY X 1.0 X 92,1
XPEICRY X 1.0 X 20,1
XPEICRY X 1.0 X 386,1
XPEICRY X 1.0 X 82,1
XPEICRY X 1.0 X 113,1
XPEICRY X 1.0 X 79,1
XPEICRY X 1.0 X 23,1
XPEICRY X 1.0 X 33,1
XPEICRY X 1.0 X 157,1
XPEICRY X 1.0 X 189,1
XPEICRY X 1.0 X 104,1
XPEICRY X 1.0 X 13,1
XPEICRY X 1.0 X 83,1
XPEICRY X 1.0 X 90,1
XPEICRY X 1.0 X 85,1
XPEICRY X 1.0 X 134,1
XPEICRY X 1.0 X 192,1
XPEICRY X 1.0 X 303,1
XPEICRY X 1.0 X 81,1
XPEICRY X 1.0 X 221,1
XPEICRY X 2.0 X 110,1
XPEICRY X 2.0 X 75,1
XPEICRY X 2.0 X 159,1
XPEICRY X 2.0 X 105,1
XPEICRY X 2.0 X 78,1
XPEICRY X 2.0 X 20,1
XPEICRY X 2.0 X 113,1
XPEICRY X 2.0 X 79,1
XPEICRY X 2.0 X 28,1
XPEICRY X 2.0 X 106,1
XPEICRY X 2.0 X 33,1
XPEICRY X 2.0 X 157,1
XPEICRY X 3.0 X 110,1
XPEICRY X 3.0 X 310,1
XPEICRY X 3.0 X 195,1
XPEICRY X 3.0 X 75,1
XPEICRY X 3.0 X 4,1
XPEICRY X 3.0 X 159,1
XPEICRY X 3.0 X 105,1
XPEICRY X 3.0 X 78,1
XPEICRY X 3.0 X 191,1
XPEICRY X 3.0 X 92,1
XPEICRY X 3.0 X 20,1
XPEICRY X 3.0 X 82,1
XPEICRY X 3.0 X 578,1
XPEICRY X 3.0 X 113,1
XPEICRY X 3.0 X 79,1
XPEICRY X 3.0 X 28,1
XPEICRY X 3.0 X 106,1
XPEICRY X 3.0 X 33,1
XPEICRY X 3.0 X 157,1
XPEICRY X 3.0 X 67,1
XPEICRY X 3.0 X 189,1
XPEICRY X 3.0 X 104,1
XPEICRY X 3.0 X 679,1
XPEICRY X 3.0 X 76,1
XPEICRY X 3.0 X 134,1
XPEICRY X 3.0 X 192,1
XPEICRY X 3.0 X 856,1
XPEICRY X 3.0 X 81,1
XPEICRY X 4.0 X 110,1
XPEICRY X 4.0 X 188,1
XPEICRY X 4.0 X 259,1
XPEICRY X 4.0 X 195,1
XPEICRY X 4.0 X 75,1
XPEICRY X 4.0 X 4,1
XPEICRY X 4.0 X 159,1
XPEICRY X 4.0 X 300,1
XPEICRY X 4.0 X 298,1
XPEICRY X 4.0 X 105,1
XPEICRY X 4.0 X 401,1
XPEICRY X 4.0 X 78,1
XPEICRY X 4.0 X 193,1
XPEICRY X 4.0 X 191,1
XPEICRY X 4.0 X 92,1
XPEICRY X 4.0 X 20,1
XPEICRY X 4.0 X 82,1
XPEICRY X 4.0 X 578,1
XPEICRY X 4.0 X 113,1
XPEICRY X 4.0 X 79,1
XPEICRY X 4.0 X 23,1
XPEICRY X 4.0 X 295,1
XPEICRY X 4.0 X 28,1
XPEICRY X 4.0 X 106,1
XPEICRY X 4.0 X 33,1
XPEICRY X 4.0 X 180,1
XPEICRY X 4.0 X 216,1
XPEICRY X 4.0 X 189,1
XPEICRY X 4.0 X 104,1
XPEICRY X 4.0 X 547,1
XPEICRY X 4.0 X 176,1
XPEICRY X 4.0 X 134,1
XPEICRY X 4.0 X 192,1
XPEICRY X 4.0 X 303,1
XPEICRY X 4.0 X 81,1
XPEICRY X 4.0 X 221,1
4HEXN6J X 0.0 X 105,1
4HEXN6J X 0.0 X 86,1
4HEXN6J X 0.0 X 84,1
4HEXN6J X 0.0 X 193,1
4HEXN6J X 0.0 X 386,1
4HEXN6J X 0.0 X 189,1
4HEXN6J X 0.0 X 83,1
4HEXN6J X 0.0 X 44,1
4HEXN6J X 0.0 X 43,1
4HEXN6J X 0.0 X 85,1
4HEXN6J X 1.0 X 105,1
4HEXN6J X 1.0 X 86,1
4HEXN6J X 1.0 X 84,1
4HEXN6J X 1.0 X 386,1
4HEXN6J X 1.0 X 391,1
4HEXN6J X 1.0 X 55,1
4HEXN6J X 1.0 X 189,1
4HEXN6J X 1.0 X 83,1
4HEXN6J X 1.0 X 44,1
4HEXN6J X 1.0 X 43,1
4HEXN6J X 1.0 X 85,1
4HEXN6J X 1.0 X 356,1
EKXNOXP X 0.0 X 159,1
EKXNOXP X 0.0 X 105,1
EKXNOXP X 0.0 X 78,1
EKXNOXP X 0.0 X 86,1
EKXNOXP X 0.0 X 84,1
EKXNOXP X 0.0 X 113,1
EKXNOXP X 0.0 X 79,1
EKXNOXP X 0.0 X 106,1
EKXNOXP X 0.0 X 83,1
EKXNOXP X 0.0 X 85,1
EKXNOXP X 1.0 X 110,1
EKXNOXP X 1.0 X 188,1
EKXNOXP X 1.0 X 195,1
EKXNOXP X 1.0 X 75,1
EKXNOXP X 1.0 X 4,1
EKXNOXP X 1.0 X 159,1
EKXNOXP X 1.0 X 300,1
EKXNOXP X 1.0 X 105,1
EKXNOXP X 1.0 X 78,1
EKXNOXP X 1.0 X 84,1
EKXNOXP X 1.0 X 193,1
EKXNOXP X 1.0 X 191,1
EKXNOXP X 1.0 X 92,1
EKXNOXP X 1.0 X 20,1
EKXNOXP X 1.0 X 386,1
EKXNOXP X 1.0 X 82,1
EKXNOXP X 1.0 X 113,1
EKXNOXP X 1.0 X 79,1
EKXNOXP X 1.0 X 23,1
EKXNOXP X 1.0 X 28,1
EKXNOXP X 1.0 X 106,1
EKXNOXP X 1.0 X 33,1
EKXNOXP X 1.0 X 157,1
EKXNOXP X 1.0 X 189,1
EKXNOXP X 1.0 X 104,1
EKXNOXP X 1.0 X 13,1
EKXNOXP X 1.0 X 83,1
EKXNOXP X 1.0 X 90,1
EKXNOXP X 1.0 X 85,1
EKXNOXP X 1.0 X 134,1
EKXNOXP X 1.0 X 192,1
EKXNOXP X 1.0 X 303,1
EKXNOXP X 1.0 X 81,1
EKXNOXP X 1.0 X 221,1
QSMCIYZ X 1.0 X 110,1
QSMCIYZ X 1.0 X 78,1
QSMCIYZ X 1.0 X 113,1
QSMCIYZ X 1.0 X 79,1
QSMCIYZ X 1.0 X 106,1
SXPKIBW X 0.0 X 84,1
SXPKIBW X 0.0 X 386,1
SXPKIBW X 0.0 X 846,1
SY0GB6K X 0.0 X 78,1
SY0GB6K X 0.0 X 113,1
SY0GB6K X 0.0 X 79,1
SY0GB6K X 0.0 X 199,1
SY0GB6K X 0.0 X 106,1
SY0GB6K X 0.0 X 855,1
SY0GB6K X 0.0 X 203,1
SY0GB6K X 0.0 X 196,1
SY0GB6K X 0.0 X 161,1
SY0GB6K X 0.0 X 573,1
SY0GB6K X 1.0 X 199,1
SY0GB6K X 1.0 X 855,1
SY0GB6K X 1.0 X 203,1
SY0GB6K X 1.0 X 192,1
SY0GB6K X 1.0 X 161,1
SY0GB6K X 1.0 X 573,1
FB0GNFK X 0.0 X 105,1
FB0GNFK X 0.0 X 86,1
FB0GNFK X 0.0 X 84,1
FB0GNFK X 0.0 X 386,1
FB0GNFK X 0.0 X 846,1
FB0GNFK X 0.0 X 85,1
FB0GNFK X 0.0 X 356,1
FB0GNFK X 1.0 X 105,1
FB0GNFK X 1.0 X 86,1
FB0GNFK X 1.0 X 84,1
FB0GNFK X 1.0 X 386,1
FB0GNFK X 1.0 X 391,1
FB0GNFK X 1.0 X 83,1
FB0GNFK X 1.0 X 90,1
FB0GNFK X 1.0 X 85,1
FB0GNFK X 1.0 X 356,1
FB0GNFK X 1.0 X 459,1
FB0GNFK X 1.0 X 537,1
FB0GNFK X 2.0 X 105,1
FB0GNFK X 2.0 X 86,1
FB0GNFK X 2.0 X 84,1
FB0GNFK X 2.0 X 386,1
FB0GNFK X 2.0 X 225,1
FB0GNFK X 2.0 X 113,1
FB0GNFK X 2.0 X 83,1
FB0GNFK X 2.0 X 90,1
FB0GNFK X 2.0 X 846,1
FB0GNFK X 2.0 X 85,1
FB0GNFK X 2.0 X 356,1
FB0GNFK X 2.0 X 459,1
FB0GNFK X 2.0 X 537,1
FB0GNFK X 2.0 X 145,1
UBVNNR2 X 0.0 X 195,1
UBVNNR2 X 0.0 X 4,1
UBVNNR2 X 0.0 X 159,1
UBVNNR2 X 0.0 X 105,1
UBVNNR2 X 0.0 X 78,1
UBVNNR2 X 0.0 X 84,1
UBVNNR2 X 0.0 X 92,1
UBVNNR2 X 0.0 X 20,1
UBVNNR2 X 0.0 X 113,1
UBVNNR2 X 0.0 X 79,1
UBVNNR2 X 0.0 X 33,1
UBVNNR2 X 0.0 X 104,1
UBVNNR2 X 0.0 X 83,1
UBVNNR2 X 1.0 X 188,1
UBVNNR2 X 1.0 X 195,1
UBVNNR2 X 1.0 X 4,1
UBVNNR2 X 1.0 X 159,1
UBVNNR2 X 1.0 X 78,1
UBVNNR2 X 1.0 X 193,1
UBVNNR2 X 1.0 X 191,1
UBVNNR2 X 1.0 X 92,1
UBVNNR2 X 1.0 X 20,1
UBVNNR2 X 1.0 X 113,1
UBVNNR2 X 1.0 X 79,1
UBVNNR2 X 1.0 X 28,1
UBVNNR2 X 1.0 X 33,1
UBVNNR2 X 1.0 X 157,1
UBVNNR2 X 1.0 X 216,1
UBVNNR2 X 1.0 X 104,1
UBVNNR2 X 1.0 X 192,1
UBVNNR2 X 1.0 X 221,1
UBVNNR2 X 2.0 X 110,1
UBVNNR2 X 2.0 X 75,1
UBVNNR2 X 2.0 X 78,1
UBVNNR2 X 2.0 X 578,1
UBVNNR2 X 2.0 X 113,1
UBVNNR2 X 2.0 X 79,1
UBVNNR2 X 2.0 X 106,1
UBVNNR2 X 3.0 X 110,1
UBVNNR2 X 3.0 X 188,1
UBVNNR2 X 3.0 X 310,1
UBVNNR2 X 3.0 X 195,1
UBVNNR2 X 3.0 X 75,1
UBVNNR2 X 3.0 X 4,1
UBVNNR2 X 3.0 X 159,1
UBVNNR2 X 3.0 X 298,1
UBVNNR2 X 3.0 X 78,1
UBVNNR2 X 3.0 X 193,1
UBVNNR2 X 3.0 X 191,1
UBVNNR2 X 3.0 X 92,1
UBVNNR2 X 3.0 X 20,1
UBVNNR2 X 3.0 X 82,1
UBVNNR2 X 3.0 X 113,1
UBVNNR2 X 3.0 X 79,1
UBVNNR2 X 3.0 X 23,1
UBVNNR2 X 3.0 X 28,1
UBVNNR2 X 3.0 X 106,1
UBVNNR2 X 3.0 X 33,1
UBVNNR2 X 3.0 X 180,1
UBVNNR2 X 3.0 X 216,1
UBVNNR2 X 3.0 X 189,1
UBVNNR2 X 3.0 X 104,1
UBVNNR2 X 3.0 X 13,1
UBVNNR2 X 3.0 X 288,1
UBVNNR2 X 3.0 X 547,1
UBVNNR2 X 3.0 X 176,1
UBVNNR2 X 3.0 X 76,1
UBVNNR2 X 3.0 X 134,1
UBVNNR2 X 3.0 X 192,1
UBVNNR2 X 3.0 X 303,1
UBVNNR2 X 3.0 X 81,1
UBVNNR2 X 3.0 X 221,1
UBVNNR2 X 4.0 X 110,1
UBVNNR2 X 4.0 X 188,1
UBVNNR2 X 4.0 X 858,1
UBVNNR2 X 4.0 X 310,1
UBVNNR2 X 4.0 X 259,1
UBVNNR2 X 4.0 X 195,1
UBVNNR2 X 4.0 X 75,1
UBVNNR2 X 4.0 X 4,1
UBVNNR2 X 4.0 X 159,1
UBVNNR2 X 4.0 X 105,1
UBVNNR2 X 4.0 X 401,1
UBVNNR2 X 4.0 X 78,1
UBVNNR2 X 4.0 X 265,1
UBVNNR2 X 4.0 X 193,1
UBVNNR2 X 4.0 X 191,1
UBVNNR2 X 4.0 X 92,1
UBVNNR2 X 4.0 X 20,1
UBVNNR2 X 4.0 X 82,1
UBVNNR2 X 4.0 X 578,1
UBVNNR2 X 4.0 X 66,1
UBVNNR2 X 4.0 X 113,1
UBVNNR2 X 4.0 X 79,1
UBVNNR2 X 4.0 X 23,1
UBVNNR2 X 4.0 X 28,1
UBVNNR2 X 4.0 X 106,1
UBVNNR2 X 4.0 X 33,1
UBVNNR2 X 4.0 X 67,1
UBVNNR2 X 4.0 X 189,1
UBVNNR2 X 4.0 X 104,1
UBVNNR2 X 4.0 X 679,1
UBVNNR2 X 4.0 X 13,1
UBVNNR2 X 4.0 X 547,1
UBVNNR2 X 4.0 X 201,1
UBVNNR2 X 4.0 X 115,1
UBVNNR2 X 4.0 X 76,1
UBVNNR2 X 4.0 X 134,1
UBVNNR2 X 4.0 X 192,1
UBVNNR2 X 4.0 X 303,1
UBVNNR2 X 4.0 X 856,1
UBVNNR2 X 4.0 X 81,1
UBVNNR2 X 4.0 X 221,1
UBVNNR2 X 5.0 X 110,1
UBVNNR2 X 5.0 X 259,1
UBVNNR2 X 5.0 X 582,1
UBVNNR2 X 5.0 X 75,1
UBVNNR2 X 5.0 X 4,1
UBVNNR2 X 5.0 X 159,1
UBVNNR2 X 5.0 X 105,1
UBVNNR2 X 5.0 X 78,1
UBVNNR2 X 5.0 X 20,1
UBVNNR2 X 5.0 X 82,1
UBVNNR2 X 5.0 X 578,1
UBVNNR2 X 5.0 X 66,1
UBVNNR2 X 5.0 X 113,1
UBVNNR2 X 5.0 X 79,1
UBVNNR2 X 5.0 X 28,1
UBVNNR2 X 5.0 X 106,1
UBVNNR2 X 5.0 X 33,1
UBVNNR2 X 5.0 X 67,1
UBVNNR2 X 5.0 X 104,1
UBVNNR2 X 5.0 X 679,1
UBVNNR2 X 5.0 X 203,1
UBVNNR2 X 5.0 X 115,1
UBVNNR2 X 5.0 X 76,1
UBVNNR2 X 5.0 X 134,1
UBVNNR2 X 5.0 X 192,1
UBVNNR2 X 5.0 X 81,1
UBVNNR2 X 5.0 X 573,1
9S5DR0O X 0.0 X 199,1
9S5DR0O X 0.0 X 855,1
9S5DR0O X 0.0 X 192,1
9S5DR0O X 0.0 X 573,1
A2VNJMM X 0.0 X 199,1
A2VNJMM X 0.0 X 855,1
A2VNJMM X 0.0 X 203,1
A2VNJMM X 0.0 X 196,1
A2VNJMM X 0.0 X 192,1
A2VNJMM X 0.0 X 161,1
A2VNJMM X 0.0 X 573,1
J58HUJG X 0.0 X 4,1
J58HUJG X 0.0 X 159,1
J58HUJG X 0.0 X 105,1
J58HUJG X 0.0 X 84,1
J58HUJG X 0.0 X 193,1
J58HUJG X 0.0 X 20,1
J58HUJG X 0.0 X 33,1
J58HUJG X 0.0 X 83,1
J58HUJG X 1.0 X 105,1
J58HUJG X 1.0 X 86,1
J58HUJG X 1.0 X 84,1
J58HUJG X 1.0 X 386,1
J58HUJG X 1.0 X 83,1
J58HUJG X 1.0 X 356,1
HBTSKLT X 0.0 X 195,1
HBTSKLT X 0.0 X 4,1
HBTSKLT X 0.0 X 159,1
HBTSKLT X 0.0 X 105,1
HBTSKLT X 0.0 X 78,1
HBTSKLT X 0.0 X 84,1
HBTSKLT X 0.0 X 92,1
HBTSKLT X 0.0 X 20,1
HBTSKLT X 0.0 X 113,1
HBTSKLT X 0.0 X 79,1
HBTSKLT X 0.0 X 33,1
HBTSKLT X 0.0 X 104,1
HBTSKLT X 0.0 X 83,1
HBTSKLT X 1.0 X 105,1
HBTSKLT X 1.0 X 113,1
HBTSKLT X 1.0 X 106,1
HBTSKLT X 2.0 X 110,1
HBTSKLT X 2.0 X 75,1
HBTSKLT X 2.0 X 159,1
HBTSKLT X 2.0 X 105,1
HBTSKLT X 2.0 X 78,1
HBTSKLT X 2.0 X 113,1
HBTSKLT X 2.0 X 79,1
HBTSKLT X 2.0 X 106,1
HBTSKLT X 2.0 X 33,1
HBTSKLT X 2.0 X 856,1
XSAVADK X 0.0 X 78,1
XSAVADK X 0.0 X 113,1
XSAVADK X 0.0 X 79,1
XSAVADK X 0.0 X 106,1
XSAVADK X 0.0 X 855,1
XSAVADK X 0.0 X 203,1
XSAVADK X 0.0 X 196,1
XSAVADK X 0.0 X 161,1
XSAVADK X 0.0 X 573,1
8532J7K X 0.0 X 195,1
8532J7K X 0.0 X 159,1
8532J7K X 0.0 X 105,1
8532J7K X 0.0 X 78,1
8532J7K X 0.0 X 84,1
8532J7K X 0.0 X 113,1
8532J7K X 0.0 X 79,1
8532J7K X 0.0 X 106,1
8532J7K X 0.0 X 157,1
8532J7K X 0.0 X 83,1
DK8OIOD X 0.0 X 573,1
DK8OIOD X 1.0 X 199,1
DK8OIOD X 1.0 X 855,1
DK8OIOD X 1.0 X 203,1
DK8OIOD X 1.0 X 192,1
DK8OIOD X 1.0 X 161,1
DK8OIOD X 1.0 X 573,1
Y54VBG5 X 0.0 X 159,1
Y54VBG5 X 0.0 X 105,1
Y54VBG5 X 0.0 X 84,1
Y54VBG5 X 0.0 X 193,1
Y54VBG5 X 0.0 X 20,1
Y54VBG5 X 0.0 X 33,1
Y54VBG5 X 0.0 X 83,1
Y54VBG5 X 1.0 X 110,1
Y54VBG5 X 1.0 X 188,1
Y54VBG5 X 1.0 X 243,1
Y54VBG5 X 1.0 X 195,1
Y54VBG5 X 1.0 X 75,1
Y54VBG5 X 1.0 X 4,1
Y54VBG5 X 1.0 X 159,1
Y54VBG5 X 1.0 X 300,1
Y54VBG5 X 1.0 X 681,1
Y54VBG5 X 1.0 X 298,1
Y54VBG5 X 1.0 X 105,1
Y54VBG5 X 1.0 X 78,1
Y54VBG5 X 1.0 X 299,1
Y54VBG5 X 1.0 X 86,1
Y54VBG5 X 1.0 X 84,1
Y54VBG5 X 1.0 X 193,1
Y54VBG5 X 1.0 X 191,1
Y54VBG5 X 1.0 X 92,1
Y54VBG5 X 1.0 X 20,1
Y54VBG5 X 1.0 X 386,1
Y54VBG5 X 1.0 X 82,1
Y54VBG5 X 1.0 X 225,1
